"GenBank","Seq.Names","Clade.Label","MajorGroup","Group","ThermoMode","Class","Order","Family","Species","dN","dS","Clade","Clade.Age","Tip.Age","Lat","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","Div.Rate","BAMM.Lambda","ClaDS.Rate","Div.Rate.DNA","BAMM.Lambda.DNA","ClaDS.Rate.DNA","NTR","NTR.DNA","Habitat","Length","BodyMass","Longevity","MaturityAge","Fecundity","Migration","Ref.BodyMass","Ref.Fecundity","Ref.MaturityAge","Ref.Longevity"
"MN356288.1","Mionectes_macconnelli_MN356288.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tyrannidae","Mionectes_macconnelli",2.90923e-10,1.2553912e-08,"Birds1611",34.03468797,2.11162521,5.365942029,25.26822815,6.990101318,26.31936951,24.32623138,0.187144996,0.109879665,0.069615107,0.116073171,0.090702087,0.073693765,33,33,"Terrestrial",NA,13.49999998,7.465789057,1.078679313,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356291.1","Neopipo_cinnamomea_MN356291.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tyrannidae","Neopipo_cinnamomea",3.51736e-10,9.283644e-09,"Birds1611",34.03468797,25.80027548,5.06545961,24.99372559,5.378822632,25.77918396,24.19242554,0.036020696,0.110742354,0.071972205,0.037588159,0.089139044,0.054105961,28,28,"Terrestrial",NA,7.699999997,6.575756637,0.918040779,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Average of family","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356165.1","Tachuris_rubrigastra_MN356165.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tyrannidae","Tachuris_rubrigastra",3.88595e-10,1.432849e-08,"Birds1611",34.03468797,24.2482427,31.51923077,14.98510284,44.62220215,20.93696289,8.621839905,0.032133182,0.109409493,0.076649391,0.033916377,0.089269594,0.066274523,27,27,"Terrestrial",NA,7.800000006,7.129818814,0.931427561,3.5,"Short Migratory","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"AY596278.1","Cnemotriccus_fuscatus_AY596278.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tyrannidae","Cnemotriccus_fuscatus",3.63185e-10,1.1496764e-08,"Birds1611",34.03468797,17.3756422,10.63896218,24.59973907,11.40152344,26.11523743,22.86759644,0.088186971,0.15927628,0.089230648,0.081198532,0.091404339,0.070918635,37,37,"Terrestrial",NA,13.59999999,7.389355478,1.080248538,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356203.1","Tyrannus_savana_MN356203.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Tyrannidae","Tyrannus_savana",3.71087e-10,1.0401396e-08,"Birds1611",34.03468797,17.3756422,14.37069625,23.3349472,17.06609741,25.61190796,20.7958847,0.255488684,0.17059572,0.162741089,0.188454392,0.09184348,0.167066617,45,40,"Terrestrial",NA,31.9,8.545462084,1.098274418,2.4,"Long Migratory","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"AY542313.1","Menura_novaehollandiae_AY542313.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Menuridae","Menura_novaehollandiae",2.56857e-10,9.5908e-09,"Birds1608",33.71828061,33.71828061,32.75925926,15.12427368,44.03297363,20.97907562,8.779746246,0.032423978,0.045257872,0.027366908,0.020406474,0.047341617,0.022077608,21,20,"Terrestrial",NA,972.6200006,26,6.5,1,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356363.1","Atrichornis_clamosus_MN356363.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Atrichornithidae","Atrichornis_clamosus",4.15975e-10,1.0171297e-08,"Birds1608",33.71828061,33.71828061,34.19230769,15.85131989,27.00728516,19.69771576,12.32877121,0.038001597,0.04615331,0.030088282,0.020406474,0.046162721,0.020185,21,20,"Terrestrial",NA,42.15,9.685201631,2,1,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356313.1","Ptilonorhynchus_violaceus_MN356313.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Ptilonorhynchidae","Ptilonorhynchus_violaceus",3.20588e-10,1.8435532e-08,"Birds1605",34.86123968,34.86123945,29.62087912,16.3784256,41.31728516,21.831427,10.40064621,0.031689333,0.045749372,0.044873447,0.03273431,0.045261083,0.039098554,24,24,"Terrestrial",NA,218.91,26,4.75,1.7,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KY994590.1","Cormobates_leucophaeus_KY994590.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Climacteridae","Cormobates_leucophaea",3.45649e-10,1.5318452e-08,"Birds1605",34.86123968,23.49540028,30.41428571,16.90022125,44.60603516,22.83710175,10.50296936,0.042922084,0.048119792,0.054399871,0.037650124,0.047023052,0.029762116,23,23,"Terrestrial",NA,22.00000001,16,1.5,2.4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356361.1","Climacteris_rufus_MN356361.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Climacteridae","Climacteris_rufus",2.54262e-10,1.1740863e-08,"Birds1605",34.86123968,7.36313905,31.92682927,17.7089035,45.52474609,23.89749298,11.42264175,0.214150712,0.050924164,0.056562341,0.117186209,0.049425592,0.03136923,26,25,"Terrestrial",NA,32.63999999,11.87893158,1.926174247,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","Birds of the World","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KY994579.1","Climacteris_picumnus_KY994579.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Climacteridae","Climacteris_picumnus",3.94765e-10,9.379469e-09,"Birds1605",34.86123968,7.36313905,28.08608059,19.48639526,49.18734375,25.87275391,12.26691208,0.214150712,0.050857929,0.054982067,0.117186209,0.049453403,0.029859741,26,25,"Terrestrial",NA,28.94000001,14,2,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356354.1","Malurus_elegans_MN356354.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Maluridae","Malurus_elegans",2.79924e-10,1.0043348e-08,"Birds1590",35.29082532,10.53477064,33.8125,16.08524323,34.7434082,21.05645905,11.62090454,0.098876179,0.08575008,0.081251323,0.073493857,0.045674701,0.044289392,29,27,"Terrestrial",NA,9.589999996,17,3,2.4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KJ909199.1","Malurus_melanocephalus_KJ909199.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Maluridae","Malurus_melanocephalus",2.51913e-10,1.3863177e-08,"Birds1590",35.29082532,10.53477064,19.41764706,24.68955536,34.28972168,28.69176025,19.096138,0.144035909,0.085732386,0.065055785,0.063865231,0.045633246,0.039888998,29,26,"Terrestrial",NA,7.899999995,10.1596946,1.888562316,3.5,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356357.1","Dasyornis_broadbenti_MN356357.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Dasyornithidae","Dasyornis_broadbenti",3.54381e-10,1.620854e-08,"Birds1590",35.29082532,33.85703028,37.59090909,14.17741547,29.8162207,18.5770813,10.22143097,0.046062911,0.112389999,0.036958442,0.043279953,0.066439968,0.02017414,25,25,"Terrestrial",NA,67.89999996,8.283011731,1.722335136,2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KY994602.1","Pardalotus_striatus_KY994602.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Pardalotidae","Pardalotus_striatus",3.72994e-10,1.8188951e-08,"Birds1590",35.29082532,4.76401795,26.10622463,21.48737335,47.46974121,27.54367981,14.37881622,0.081328553,0.087464306,0.042459602,0.060933333,0.045707266,0.029140886,28,27,"Terrestrial",NA,11.43999999,6.857014857,1.001308627,3.9,"Short Migratory","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KY994592.1","Pardalotus_punctatus_KY994592.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Pardalotidae","Pardalotus_punctatus",2.34724e-10,2.1262526e-08,"Birds1590",35.29082532,4.76401795,31.77358491,17.46748352,46.09486328,23.63221283,10.9032608,0.058829593,0.088671763,0.045998638,0.060933333,0.045700579,0.03550811,27,27,"Terrestrial",NA,8.700000008,6.500547645,0.912704881,4.2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KC545399.1","Gerygone_igata_KC545399.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Acanthizidae","Gerygone_igata",3.34956e-10,1.6374691e-08,"Birds1590",35.29082532,11.46946612,41.53225806,10.0982338,31.88355957,14.68200989,5.714671707,0.078813605,0.087902499,0.074390508,0.096566266,0.046135143,0.050483864,30,29,"Terrestrial",NA,6.4,10.34254832,0.895830655,3.2,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KY994614.1","Acanthiza_nana_KY994614.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Acanthizidae","Acanthiza_nana",2.45598e-10,1.41913e-08,"Birds1590",35.29082532,11.46946612,29.48418972,18.6720459,49.31868652,25.11123505,11.48341827,0.117477819,0.087667604,0.055526919,0.121264846,0.045475765,0.047497001,32,32,"Terrestrial",NA,6.19,14.2,0.913362235,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"KY994584.1","Smicrornis_brevirostris_KY994584.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Acanthizidae","Smicrornis_brevirostris",2.8351e-10,1.7758311e-08,"Birds1590",35.29082532,11.84054891,25.56501951,22.01580505,48.84009277,28.16357727,14.63129272,0.042316547,0.087802776,0.097003799,0.049629114,0.046143929,0.069838588,28,29,"Terrestrial",NA,5.300000005,7.4,0.89723969,2.4,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
"MN356360.1","Origma_solitaria_MN356360.1","Passeriformes","Aves","Birds","Endotherms","Aves","Passeriformes","Acanthizidae","Origma_solitaria",3.47841e-10,1.4803427e-08,"Birds1590",35.29082532,11.84054891,33.35714286,15.12546387,44.36343262,21.00300293,8.719723511,0.072246486,0.087339848,0.081516395,0.080900559,0.045110369,0.050101587,31,32,"Terrestrial",NA,14.33999999,7.682265466,1.091581495,3,"Resident","Ecological drivers of global gradients in avian dispersal inferred from wing morphology","The Worldwide Variation in Avian Clutch Size across Species and Space","Generation lengths of the world's birds and their implications for extinction risk","Generation lengths of the world's birds and their implications for extinction risk"
